Id;Campagne;Region;Site;Famille;Variete;Num Parcelle;CodeTracabilite;Date;Tonnage
1089;20/21;HAOUZ;Lalla Takerkoust;ORA;ORA3;20008;TR13040;01/03/2021;7061
1090;20/21;HAOUZ;Lalla Takerkoust;ORA;ORA5;10005;TR32010;01/03/2021;3089
1091;20/21;HAOUZ;Lalla Takerkoust;ORA;ORA5;10036;TR22034;01/03/2021;983
1092;20/21;HAOUZ;Marrakech;ORA;ORA2;12070;TR12070;01/03/2021;23166,78965
1093;20/21;HAOUZ;Marrakech;ORA;ORA2;12130;TR12130;01/03/2021;605
1094;20/21;HAOUZ;Marrakech;ORA;ORA2;22060;TR22060;01/03/2021;4108,4
1095;20/21;HAOUZ;Marrakech;ORA;ORA2;22080;TR22080;01/03/2021;16779,8
1096;20/21;HAOUZ;Douar Ahl quadi;ORA;ORA2;21062;TR21062;01/03/2021;2465
1097;20/21;HAOUZ;Ouled Moussa;AF;AF1;10114;TR10000;01/03/2021;11477
1098;20/21;HAOUZ;Ouled Moussa;AF;AF1;10115;TR10000;01/03/2021;12119
1099;20/21;HAOUZ;Ouled Moussa;AF;AF1;10124;TR10000;01/03/2021;4481
1100;20/21;HAOUZ;Ouled Moussa;AF;AF1;10125;TR10000;01/03/2021;8897
1101;20/21;HAOUZ;Ouled Moussa;AF;AF1;10126;TR10000;01/03/2021;7259
1102;20/21;HAOUZ;Ouled Moussa;AF;AF1;10127;TR10000;01/03/2021;67,505
1103;20/21;HAOUZ;Ouled Moussa;AF;AF1;10201;TR10000;01/03/2021;66,5
1104;20/21;HAOUZ;Ouled Moussa;AF;AF1;10202;TR10000;01/03/2021;73,721
1105;20/21;HAOUZ;Ouled Moussa;AF;AF1;10203;TR10000;01/03/2021;65,3
1106;20/21;HAOUZ;Ouled Moussa;AF;AF1;10209;TR10000;01/03/2021;66,2
1107;20/21;HAOUZ;Ouled Moussa;AF;AF1;10211;TR10000;01/03/2021;95,6
1108;20/21;HAOUZ;Ouled Moussa;AF;AF1;10212;TR10000;01/03/2021;109,1
1109;20/21;HAOUZ;Ouled Moussa;AF;AF1;10213;TR10000;01/03/2021;80,81
1110;20/21;HAOUZ;Ouled Moussa;AF;AF1;20118;TR20100;01/03/2021;66,875
1111;20/21;HAOUZ;Ouled Moussa;AF;AF1;20119;TR20100;01/03/2021;467,56901
1112;20/21;HAOUZ;Ouled Moussa;AF;AF1;20132;TR20200;01/03/2021;311
1113;20/21;HAOUZ;Ouled Moussa;AF;AF1;20133;TR20200;01/03/2021;2731,7
1114;20/21;HAOUZ;Ouled Moussa;AF;AF1;20235;TR30200;01/03/2021;1421,75
1115;20/21;HAOUZ;Ouled Moussa;AF;AF1;30156;TR30100;01/03/2021;3627,8
1116;20/21;HAOUZ;Ouled Moussa;AF;AF1;40128;TR40300;01/03/2021;86,21
1117;20/21;HAOUZ;Ouled Moussa;AF;AF1;40129;TR40100;01/03/2021;80
1118;20/21;HAOUZ;Ouled Moussa;AF;AF1;40131;TR40100;01/03/2021;677
1119;20/21;HAOUZ;Ouled Moussa;AF;AF1;40141;TR40100;01/03/2021;18112,1
1120;20/21;HAOUZ;Ouled Moussa;AF;AF1;40142;TR40100;01/03/2021;317,6
1121;20/21;HAOUZ;Ouled Moussa;AF;AF1;40143;TR40200;01/03/2021;6455,58935
1122;20/21;HAOUZ;Ouled Moussa;AF;AF1;40244;TR40200;01/03/2021;95
1123;20/21;HAOUZ;Ouled Moussa;AF;AF1;40245;TR40200;01/03/2021;407
1124;20/21;HAOUZ;Ouled Moussa;AF;AF1;40246;TR40300;01/03/2021;14534
1125;20/21;HAOUZ;Ouled Moussa;AF;AF1;40257;TR40300;01/03/2021;167
1126;20/21;HAOUZ;Ouled Moussa;AF;AF1;40258;TR40300;01/03/2021;129,5
1127;20/21;HAOUZ;Ouled Moussa;AF;AF1;40259;TR40300;01/03/2021;95
1128;20/21;HAOUZ;Ouled Moussa;AF;AF1;40261;TR40300;01/03/2021;407
1129;20/21;HAOUZ;Ouled Moussa;AF;AF1;50152;TR50000;01/03/2021;77
1130;20/21;HAOUZ;Ouled Moussa;AF;AF1;50153;TR50000;01/03/2021;161
1131;20/21;HAOUZ;Ouled Moussa;AF;AF1;50154;TR50000;01/03/2021;149
1132;20/21;HAOUZ;Ouled Moussa;AF;AF1;50155;TR50000;01/03/2021;143
1133;20/21;HAOUZ;Ouled Moussa;AF;AF1;50163;TR50000;01/03/2021;16367,83445
1134;20/21;HAOUZ;Ouled Moussa;AF;AF1;50164;TR50000;01/03/2021;227
1135;20/21;HAOUZ;Ouled Moussa;AF;AF1;50165;TR50000;01/03/2021;365
1136;20/21;HAOUZ;Ouled Moussa;AF;AF1;50166;TR50000;01/03/2021;79,4
1137;20/21;HAOUZ;Ouled Moussa;AF;AF1;50167;TR50000;01/03/2021;2215,4
1138;20/21;HAOUZ;Ouled Moussa;AF;AF1;50168;TR50000;01/03/2021;233
1139;20/21;HAOUZ;Ouled Moussa;AF;AF1;50169;TR50000;01/03/2021;545
1140;20/21;HAOUZ;Ouled Moussa;AF;AF1;50171;TR50000;01/03/2021;18331,1
1141;20/21;HAOUZ;Ouled Moussa;AF;AF1;50172;TR50000;01/03/2021;323,6
1142;20/21;HAOUZ;Ouled Moussa;AF;AF1;50173;TR50000;01/03/2021;557
1143;20/21;HAOUZ;Ouled Moussa;AF;AF1;50174;TR50000;01/03/2021;1297,4
1144;20/21;HAOUZ;Ouled Moussa;AF;AF1;50175;TR50000;01/03/2021;131
1145;20/21;HAOUZ;Ouled Moussa;AF;AF1;50176;TR50000;01/03/2021;454,4
1146;20/21;HAOUZ;Bengu?rir;AF;AF1;10101;TR11000;01/03/2021;78,1568
1147;20/21;HAOUZ;Bengu?rir;AF;AF1;10102;TR11000;01/03/2021;619,4
1148;20/21;HAOUZ;Bengu?rir;AF;AF1;10103;TR11000;01/03/2021;1455,5
1149;20/21;HAOUZ;Bengu?rir;AF;AF1;10104;TR11000;01/03/2021;1799
1150;20/21;HAOUZ;Bengu?rir;AF;AF1;10105;TR11000;01/03/2021;1885,4
1151;20/21;HAOUZ;Bengu?rir;AF;AF1;10106;TR11000;01/03/2021;3236,6
1152;20/21;HAOUZ;Bengu?rir;AF;AF1;10107;TR11000;01/03/2021;68
1153;20/21;HAOUZ;Bengu?rir;AF;AF1;10108;TR11000;01/03/2021;251
1154;20/21;HAOUZ;Bengu?rir;AF;AF1;10109;TR11000;01/03/2021;65,48
1155;20/21;HAOUZ;Bengu?rir;AF;AF1;10111;TR11000;01/03/2021;117,5
1156;20/21;HAOUZ;Bengu?rir;AF;AF1;10112;TR11000;01/03/2021;231,8
1157;20/21;HAOUZ;Bengu?rir;AF;AF1;10113;TR11000;01/03/2021;100,1
1158;20/21;HAOUZ;Bengu?rir;AF;AF1;10114;TR11000;01/03/2021;967,4
1159;20/21;HAOUZ;Bengu?rir;AF;AF1;10115;TR11000;01/03/2021;250,7
1160;20/21;HAOUZ;Bengu?rir;AF;AF1;10116;TR11000;01/03/2021;72,2
1161;20/21;HAOUZ;Bengu?rir;AF;AF1;10117;TR11000;01/03/2021;3436,1
1162;20/21;HAOUZ;Bengu?rir;AF;AF1;10118;TR11000;01/03/2021;3467
1163;20/21;HAOUZ;Bengu?rir;AF;AF1;10119;TR11000;01/03/2021;5795,3
1164;20/21;HAOUZ;Bengu?rir;AF;AF1;10121;TR11000;01/03/2021;7477,4
1165;20/21;HAOUZ;Bengu?rir;AF;AF1;10122;TR11000;01/03/2021;8205,65
1166;20/21;HAOUZ;Bengu?rir;AF;AF1;20124;TR20000;01/03/2021;218,3
1167;20/21;HAOUZ;Bengu?rir;AF;AF1;20125;TR20000;01/03/2021;169,4
1168;20/21;HAOUZ;Bengu?rir;AF;AF1;20126;TR20000;01/03/2021;24473
1169;20/21;HAOUZ;Bengu?rir;AF;AF1;20127;TR20000;01/03/2021;107489
1170;20/21;HAOUZ;Bengu?rir;AF;AF1;20128;TR20000;01/03/2021;40685
1171;20/21;HAOUZ;Bengu?rir;AF;AF1;20129;TR20000;01/03/2021;5735
1172;20/21;HAOUZ;Bengu?rir;AF;AF1;20131;TR20000;01/03/2021;45725
1173;20/21;HAOUZ;Bengu?rir;AF;AF1;20132;TR20000;01/03/2021;22703
1174;20/21;HAOUZ;Bengu?rir;AF;AF1;20133;TR20000;01/03/2021;8357
1175;20/21;HAOUZ;Bengu?rir;AF;AF1;20134;TR20000;01/03/2021;55391
1176;20/21;HAOUZ;Bengu?rir;AF;AF1;20135;TR20000;01/03/2021;7037
1177;20/21;HAOUZ;Bengu?rir;AF;AF1;20136;TR20000;01/03/2021;56243
1178;20/21;HAOUZ;Bengu?rir;AF;AF1;20137;TR20000;01/03/2021;71657
1179;20/21;HAOUZ;Bengu?rir;AF;AF1;20138;TR20000;01/03/2021;55331
1180;20/21;HAOUZ;Bengu?rir;AF;AF1;20139;TR20000;01/03/2021;32495
1181;20/21;HAOUZ;Bengu?rir;AF;AF1;20141;TR20000;01/03/2021;42569
1182;20/21;HAOUZ;Bengu?rir;AF;AF1;20142;TR20000;01/03/2021;34199
1183;20/21;HAOUZ;Bengu?rir;AF;AF1;20143;TR20000;01/03/2021;3371
1184;20/21;HAOUZ;Bengu?rir;AF;AF1;20144;TR20000;01/03/2021;32435
1185;20/21;HAOUZ;Bengu?rir;AF;AF1;30145;TR30200;01/03/2021;4313
1186;20/21;HAOUZ;Bengu?rir;AF;AF1;30146;TR30200;01/03/2021;17195
1187;20/21;HAOUZ;Bengu?rir;AF;AF1;30147;TR30200;01/03/2021;15377
1188;20/21;HAOUZ;Bengu?rir;AF;AF1;30148;TR30200;01/03/2021;9641
1189;20/21;HAOUZ;Bengu?rir;AF;AF1;30149;TR30200;01/03/2021;14807
1190;20/21;HAOUZ;Bengu?rir;AF;AF1;30151;TR30200;01/03/2021;10757
1191;20/21;HAOUZ;Bengu?rir;AF;AF1;30152;TR30200;01/03/2021;12899
1192;20/21;HAOUZ;Bengu?rir;AF;AF1;30153;TR30200;01/03/2021;45071
1193;20/21;HAOUZ;Bengu?rir;AF;AF1;30154;TR30200;01/03/2021;14051
1194;20/21;HAOUZ;Bengu?rir;AF;AF1;30155;TR30100;01/03/2021;4571
1195;20/21;HAOUZ;Bengu?rir;AF;AF1;30156;TR30200;01/03/2021;18021,5
1196;20/21;HAOUZ;Bengu?rir;AF;AF1;30157;TR30200;01/03/2021;296,6
1197;20/21;HAOUZ;Bengu?rir;AF;AF1;30158;TR30200;01/03/2021;125833,7
1198;20/21;HAOUZ;Bengu?rir;AF;AF1;30159;TR30100;01/03/2021;62319,5
1199;20/21;HAOUZ;Bengu?rir;AF;AF1;30161;TR30100;01/03/2021;4163,75
1200;20/21;HAOUZ;Bengu?rir;AF;AF1;30162;TR30200;01/03/2021;235,4
1201;20/21;HAOUZ;Bengu?rir;AF;AF1;30163;TR30200;01/03/2021;144788,3
1202;20/21;HAOUZ;Bengu?rir;AF;AF1;30165;TR30100;01/03/2021;19176,5
1203;20/21;HAOUZ;Bengu?rir;AF;AF1;40166;TR40100;01/03/2021;5116,25
1204;20/21;HAOUZ;Bengu?rir;AF;AF1;40167;TR40100;01/03/2021;2681
1205;20/21;HAOUZ;Bengu?rir;AF;AF1;40168;TR40100;01/03/2021;2015
1206;20/21;HAOUZ;Bengu?rir;AF;AF1;40169;TR40100;01/03/2021;23447
1207;20/21;HAOUZ;Bengu?rir;AF;AF1;40171;TR40100;01/03/2021;10906,7
1208;20/21;HAOUZ;Bengu?rir;AF;AF1;40172;TR40100;01/03/2021;16369,22789
1209;20/21;HAOUZ;Bengu?rir;AF;AF1;40173;TR40100;01/03/2021;19869,85391
1210;20/21;HAOUZ;Bengu?rir;AF;AF1;40174;TR40100;01/03/2021;5595,9182
1211;20/21;HAOUZ;Bengu?rir;AF;AF1;40175;TR40100;01/03/2021;1570,60064
1212;20/21;HAOUZ;Bengu?rir;AF;AF1;40176;TR40100;01/03/2021;3615,80096
1213;20/21;HAOUZ;Bengu?rir;AF;AF1;40177;TR40200;01/03/2021;6541,0016
1214;20/21;HAOUZ;Bengu?rir;AF;AF1;40178;TR40100;01/03/2021;13229,80064
1215;20/21;HAOUZ;Bengu?rir;AF;AF1;40179;TR40100;01/03/2021;12773,65817
1216;20/21;HAOUZ;Bengu?rir;AF;AF1;40181;TR40100;01/03/2021;121313,837
1217;20/21;HAOUZ;Bengu?rir;AF;AF1;40182;TR40200;01/03/2021;9825,55325
1218;20/21;HAOUZ;Bengu?rir;AF;AF1;40183;TR40200;01/03/2021;5943,52532
1219;20/21;HAOUZ;Bengu?rir;AF;AF1;40185;TR40100;01/03/2021;9197
1220;20/21;HAOUZ;Bengu?rir;AF;AF1;50188;TR50100;01/03/2021;6782,54075
1221;20/21;HAOUZ;Bengu?rir;AF;AF1;50189;TR50100;01/03/2021;5112,47108
1222;20/21;HAOUZ;Bengu?rir;AF;AF1;50193;TR50100;01/03/2021;6359,3
1223;20/21;HAOUZ;Bengu?rir;AF;AF1;51106;TR50200;01/03/2021;4361
1224;20/21;HAOUZ;Bengu?rir;AF;AF1;51107;TR50200;01/03/2021;15617,10179
1225;20/21;SOUSS;Qrarma;CLA;CLA18;51020;TR51020;01/03/2021;31873,89773
1226;20/21;SOUSS;Ouled Abbou;SPA;SPA8;21061;TR21061;01/03/2021;1133
1227;20/21;SOUSS;Ouled Abbou;SPA;SPA10;21041;TR21041;01/03/2021;1919,3
1228;20/21;SOUSS;Ouled Abbou;SPA;SPA11;21011;TR21011;01/03/2021;3485
1229;20/21;SOUSS;Taroudant;SPA;SPA1;22012;TR22012;01/03/2021;4229,6
1230;20/21;SOUSS;Taroudant;AF;AF1;26310;TR26310;01/03/2021;1571
1231;20/21;SOUSS;Taroudant;AF;AF1;27310;TR26310;01/03/2021;350
1232;20/21;SOUSS;Taroudant;SPA;SPA11;36210;TR36210;01/03/2021;18732,8
1233;20/21;TADLA;Bni Ayat;ORA;ORA5;10401;TR10200;01/03/2021;648,8
1234;20/21;TADLA;Bni Ayat;ORA;ORA6;10201;TR10400;01/03/2021;7996,1
1235;20/21;TADLA;Bni Ayat;ORA;ORA6;10403;TR10500;01/03/2021;535,4
1236;20/21;TADLA;Bni Ayat;ORA;ORA6;10406;TR10600;01/03/2021;12434,9
1237;20/21;TADLA;Beni Mellal;ORA;ORA2;10100;TR10400;01/03/2021;10047,8
1238;20/21;TADLA;Beni Mellal;ORA;ORA2;20070;TR20400;01/03/2021;425,3
1239;20/21;TADLA;Beni Mellal;ORA;ORA2;20080;TR20400;01/03/2021;4115
1240;20/21;TADLA;Beni Mellal;CLA;CLA7;30061;TR30100;01/03/2021;419
1241;20/21;TADLA;Beni Mellal;CLA;CLA18;10013;TR10013;01/03/2021;191
1242;20/21;TADLA;Beni Mellal;ORA;ORA2;30030;TR30500;01/03/2021;32011,0985
1243;20/21;TADLA;Beni Mellal;ORA;ORA2;30080;TR30500;01/03/2021;13539,5
1244;20/21;TADLA;Beni Mellal;ORA;ORA4;20070;TR20400;01/03/2021;16851,75146
1245;20/21;TADLA;Beni Mellal;ORA;ORA4;30040;TR30200;01/03/2021;80230,3745
1246;20/21;TADLA;Beni Mellal;ORA;ORA4;30051;TR30200;01/03/2021;22735,4
1247;20/21;TADLA;Beni Mellal;ORA;ORA5;20010;TR20000;01/03/2021;77212,20398
1248;20/21;GHARB;Rabat;CLA;CLA18;12251;TR12251;01/04/2021;131713,6429
1249;20/21;GHARB;Rabat;CLA;CLA18;12252;TR12252;01/04/2021;76638,6685
1250;20/21;GHARB;Chorf Laghouazi;ORA;ORA11;23040;TR23040;01/04/2021;63291,98558
1251;20/21;GHARB;Chorf Laghouazi;ORA;ORA11;23060;TR23050;01/04/2021;46194,22421
1252;20/21;GHARB;Chorf Laghouazi;ORA;ORA11;23090;TR23050;01/04/2021;8928,2
1253;20/21;GHARB;Chorf Laghouazi;ORA;ORA11;23120;TR23050;01/04/2021;14003,68556
1254;20/21;GHARB;Chorf Laghouazi;ORA;ORA11;23010;TR11060;01/04/2021;19065,8
1255;20/21;GHARB;Chorf Laghouazi;ORA;ORA11;23020;TR11060;01/04/2021;133707,2074
1256;20/21;GHARB;Jorf El Melha;ORA;ORA1;16010;TR16000;01/04/2021;18773
1257;20/21;GHARB;Jorf El Melha;ORA;ORA6;15010;TR15010;01/04/2021;14162,4962
1258;20/21;HAOUZ;Lalla Takerkoust;AF;AF1;10003;TR22050;01/04/2021;142123,74
1259;20/21;HAOUZ;Lalla Takerkoust;AF;AF1;10009;TR21040;01/04/2021;4605,725
1260;20/21;HAOUZ;Lalla Takerkoust;AF;AF1;10011;TR30100;01/04/2021;20262,5
1261;20/21;HAOUZ;Lalla Takerkoust;AF;AF1;10012;TR30101;01/04/2021;113493,3544
1262;20/21;HAOUZ;Lalla Takerkoust;AF;AF1;10034;TR31040;01/04/2021;59001,332
1263;20/21;HAOUZ;Lalla Takerkoust;ORA;ORA3;20008;TR13040;01/04/2021;20369
1264;20/21;HAOUZ;Lalla Takerkoust;ORA;ORA5;10005;TR32010;01/04/2021;69781,69928
1265;20/21;HAOUZ;Lalla Takerkoust;ORA;ORA5;10036;TR22034;01/04/2021;28185,179
1266;20/21;HAOUZ;Ait Ourir;ORA;ORA11;22010;TR22010;01/04/2021;59395,4
1267;20/21;HAOUZ;Ait Ourir;ORA;ORA11;22030;TR22030;01/04/2021;36490,274
1268;20/21;HAOUZ;Ait Ourir;ORA;ORA11;23030;TR23030;01/04/2021;13135,4
1269;20/21;HAOUZ;Marrakech;ORA;ORA8;22030;TR21404;01/04/2021;3863
1270;20/21;HAOUZ;Marrakech;ORA;ORA8;22141;TR21404;01/04/2021;9335
1271;20/21;HAOUZ;Marrakech;ORA;ORA8;22142;TR21404;01/04/2021;58499,9
1272;20/21;HAOUZ;Marrakech;ORA;ORA8;22150;TR21404;01/04/2021;4115
1273;20/21;HAOUZ;Marrakech;CLA;CLA18;20106;TR20106;01/04/2021;36614,3
1274;20/21;HAOUZ;Douar Ahl quadi;ORA;ORA11;21041;TR21041;01/04/2021;1385
1275;20/21;HAOUZ;Douar Ahl quadi;ORA;ORA11;21043;TR21043;01/04/2021;3579,5
1276;20/21;HAOUZ;Douar Ahl quadi;ORA;ORA11;21133;TR21133;01/04/2021;19302,5
1277;20/21;HAOUZ;Bengu?rir;AF;AF1;40178;TR40100;01/04/2021;2177
1278;20/21;HAOUZ;Bengu?rir;AF;AF1;40182;TR40200;01/04/2021;15432,2
1279;20/21;SOUSS;Ouled Abbou;SPA;SPA3;21031;TR21031;01/04/2021;1451
1280;20/21;SOUSS;Ouled Abbou;SPA;SPA4;21071;TR21071;01/04/2021;10834,1
1281;20/21;SOUSS;Ouled Abbou;SPA;SPA7;21081;TR21081;01/04/2021;256,4
1282;20/21;SOUSS;Ouled Abbou;SPA;SPA8;21061;TR21061;01/04/2021;593
1283;20/21;SOUSS;Ouled Abbou;SPA;SPA10;21041;TR21041;01/04/2021;249,8
1284;20/21;SOUSS;Ouled Abbou;SPA;SPA11;21011;TR21011;01/04/2021;45065
1285;20/21;SOUSS;Taroudant;MAD;MAD4;25050;TR25050;01/04/2021;54893
1286;20/21;SOUSS;Taroudant;SPA;SPA11;36210;TR36210;01/04/2021;17123
1287;20/21;TADLA;Bni Ayat;ORA;ORA6;10201;TR10400;01/04/2021;24107
1288;20/21;TADLA;Bni Ayat;ORA;ORA11;40050;TR40000;01/04/2021;5615
1289;20/21;TADLA;Beni Mellal;ORA;ORA2;30030;TR30500;01/04/2021;77795
1290;20/21;TADLA;Beni Mellal;ORA;ORA4;30040;TR30200;01/04/2021;11333
1291;20/21;TADLA;Beni Mellal;ORA;ORA4;30051;TR30200;01/04/2021;166,1
1292;20/21;TADLA;Beni Mellal;ORA;ORA5;20010;TR20000;01/04/2021;1895
1293;20/21;TADLA;Beni Mellal;ORA;ORA5;30041;TR30000;01/04/2021;125
1294;20/21;TADLA;Beni Mellal;ORA;ORA11;20021;TR20100;01/04/2021;6017
1295;20/21;TADLA;Beni Mellal;ORA;ORA11;20050;TR20100;01/04/2021;16012,4
1296;20/21;GHARB;Rabat;CLA;CLA18;12251;TR12251;01/05/2021;8957,6
1297;20/21;GHARB;Chorf Laghouazi;ORA;ORA11;23020;TR23020;01/05/2021;29488,7
1298;20/21;GHARB;Chorf Laghouazi;ORA;ORA11;23060;TR23050;01/05/2021;10640,3
1299;20/21;GHARB;Chorf Laghouazi;ORA;ORA11;23010;TR11060;01/05/2021;43972,7
1300;20/21;GHARB;Chorf Laghouazi;ORA;ORA11;23020;TR11060;01/05/2021;6740
1301;20/21;GHARB;Jorf El Melha;ORA;ORA1;16010;TR16000;01/05/2021;53181,5
1302;20/21;GHARB;Jorf El Melha;ORA;ORA7;16020;TR16020;01/05/2021;6623
1303;20/21;GHARB;Jorf El Melha;ORA;ORA11;16030;TR16030;01/05/2021;5285
1304;20/21;HAOUZ;Lalla Takerkoust;AF;AF1;10003;TR22050;01/05/2021;10739
1305;20/21;HAOUZ;Lalla Takerkoust;AF;AF1;10012;TR30101;01/05/2021;49960,7
1306;20/21;HAOUZ;Lalla Takerkoust;AF;AF1;10034;TR31040;01/05/2021;14030
1307;20/21;SOUSS;Ouled Abbou;SPA;SPA3;21031;TR21031;01/05/2021;20763,5
1308;20/21;SOUSS;Ouled Abbou;SPA;SPA4;21071;TR21071;01/05/2021;41787,8
1309;20/21;SOUSS;Ouled Abbou;SPA;SPA7;21081;TR21081;01/05/2021;15161,3
1310;20/21;SOUSS;Ouled Abbou;SPA;SPA8;21061;TR21061;01/05/2021;22546,4
1311;20/21;SOUSS;Ouled Abbou;SPA;SPA10;21041;TR21041;01/05/2021;5011,7
1312;20/21;TADLA;Bni Ayat;ORA;ORA1;20306;TR20200;01/05/2021;5720
1313;20/21;TADLA;Bni Ayat;ORA;ORA11;40010;TR40000;01/05/2021;5850,5
1314;20/21;TADLA;Bni Ayat;ORA;ORA11;40100;TR40000;01/05/2021;21651,8
1315;20/21;TADLA;Beni Mellal;ORA;ORA11;10080;TR10300;01/05/2021;35975
1316;20/21;TADLA;Beni Mellal;ORA;ORA11;20060;TR20300;01/05/2021;18179
1317;20/21;GHARB;Chorf Laghouazi;ORA;ORA11;23020;TR23020;01/06/2021;20006
1318;20/21;GHARB;Chorf Laghouazi;ORA;ORA11;23060;TR23050;01/06/2021;55887,2
1319;20/21;GHARB;Chorf Laghouazi;ORA;ORA11;23010;TR11060;01/06/2021;10583
1320;20/21;GHARB;Chorf Laghouazi;ORA;ORA11;23020;TR11060;01/06/2021;35610,79739
1321;20/21;SOUSS;Ouled Abbou;SPA;SPA3;21031;TR21031;01/06/2021;18176,00576
1322;20/21;SOUSS;Ouled Abbou;SPA;SPA6;21121;TR21121;01/06/2021;23507
1323;20/21;SOUSS;Ouled Abbou;SPA;SPA7;21081;TR21081;01/06/2021;89951,7056
1324;20/21;TADLA;Beni Mellal;ORA;ORA11;20060;TR20300;01/06/2021;2813
1325;20/21;HAOUZ;Marrakech;ORA;ORA11;22090;TR21504;01/07/2021;80266,62716
1326;20/21;SOUSS;Ouled Abbou;SPA;SPA3;21031;TR21031;01/07/2021;6185
1327;20/21;SOUSS;Ouled Abbou;SPA;SPA4;21071;TR21071;01/07/2021;61295
1328;20/21;SOUSS;Ouled Abbou;SPA;SPA6;21121;TR21121;01/07/2021;43145
1329;20/21;SOUSS;Ouled Abbou;SPA;SPA7;21081;TR21081;01/07/2021;1523
1330;20/21;SOUSS;Ouled Abbou;SPA;SPA7;21101;TR21101;01/07/2021;107
1331;20/21;SOUSS;Ouled Abbou;SPA;SPA7;21111;TR21111 ;01/07/2021;37268
1332;20/21;TADLA;Beni Mellal;ORA;ORA11;20060;TR20300;01/07/2021;40040
1333;20/21;HAOUZ;Marrakech;ORA;ORA11;14020;TR12204;01/08/2021;29267
1334;20/21;HAOUZ;Marrakech;ORA;ORA11;14040;TR12204;01/08/2021;57881
1335;20/21;HAOUZ;Marrakech;ORA;ORA11;14050;TR12204;01/08/2021;61287,5
1336;20/21;HAOUZ;Marrakech;ORA;ORA11;14060;TR12204;01/08/2021;31223
1337;20/21;HAOUZ;Marrakech;ORA;ORA11;14081;TR12204;01/08/2021;21485
1338;20/21;HAOUZ;Marrakech;ORA;ORA11;14082;TR12204;01/08/2021;74734,4
1339;20/21;HAOUZ;Marrakech;ORA;ORA11;22070;TR21504;01/08/2021;6029
1340;20/21;HAOUZ;Marrakech;ORA;ORA11;22090;TR21504;01/08/2021;32381
1341;20/21;SOUSS;Ouled Abbou;SPA;SPA3;21031;TR21031;01/08/2021;67307,6
1342;20/21;SOUSS;Ouled Abbou;SPA;SPA4;21071;TR21071;01/08/2021;87257
1343;20/21;SOUSS;Ouled Abbou;SPA;SPA5;21021;TR21021;01/08/2021;27050
1344;20/21;SOUSS;Ouled Abbou;SPA;SPA7;21081;TR21081;01/08/2021;22214
1345;20/21;SOUSS;Ouled Abbou;SPA;SPA7;21101;TR21101;01/08/2021;3260
1346;20/21;SOUSS;Ouled Abbou;SPA;SPA7;21111;TR21111 ;01/08/2021;64696,4
1347;20/21;TADLA;Beni Mellal;ORA;ORA11;20044;TR20100;01/08/2021;10943
1348;20/21;TADLA;Beni Mellal;ORA;ORA11;20045;TR20100;01/08/2021;12791
1349;20/21;TADLA;Beni Mellal;ORA;ORA11;20060;TR20300;01/08/2021;15377
1350;20/21;HAOUZ;Marrakech;ORA;ORA11;14010;TR12204;01/09/2021;3212
1351;20/21;HAOUZ;Marrakech;ORA;ORA11;14020;TR12204;01/09/2021;65275,1
1352;20/21;HAOUZ;Marrakech;ORA;ORA11;14040;TR12204;01/09/2021;31301
1353;20/21;HAOUZ;Marrakech;ORA;ORA11;14050;TR12204;01/09/2021;3179
1354;20/21;HAOUZ;Marrakech;ORA;ORA11;14060;TR12204;01/09/2021;25562
1355;20/21;SOUSS;Ouled Abbou;SPA;SPA3;21031;TR21031;01/09/2021;12071
1356;20/21;SOUSS;Ouled Abbou;SPA;SPA4;21071;TR21071;01/09/2021;22724
1357;20/21;SOUSS;Ouled Abbou;SPA;SPA5;21021;TR21021;01/09/2021;29276
1358;20/21;SOUSS;Ouled Abbou;SPA;SPA6;21121;TR21121;01/09/2021;665
1359;20/21;SOUSS;Ouled Abbou;SPA;SPA7;21081;TR21081;01/09/2021;1595
1360;21/22;GHARB;Chorf Laghouazi;CLA;CLA1;13030;TR11130;01/10/2021;179
1361;21/22;GHARB;Chorf Laghouazi;CLA;CLA6;18030;TR11140;01/10/2021;168839
1362;21/22;GHARB;Chorf Laghouazi;CLA;CLA12;13010;TR11120;01/10/2021;4925
1363;21/22;GHARB;Chorf Laghouazi;CLA;CLA14;12010;TR11090;01/10/2021;167,6
1364;21/22;GHARB;Chorf Laghouazi;CLA;CLA14;12020;TR11100;01/10/2021;43499,9
1365;21/22;GHARB;Chorf Laghouazi;CLA;CLA14;12030;TR11110;01/10/2021;19091
1366;21/22;GHARB;Chorf Laghouazi;CLA;CLA14;12040;TR11110;01/10/2021;6101
1367;21/22;GHARB;Chorf Laghouazi;CLA;CLA7;14010;TR11010;01/10/2021;179
1368;21/22;GHARB;Chorf Laghouazi;CLA;CLA14;12010;TR11020;01/10/2021;108779
1369;21/22;GHARB;Chorf Laghouazi;CLA;CLA15;13010;TR11040;01/10/2021;108882,8
1370;21/22;GHARB;Chorf Laghouazi;CLA;CLA15;13020;TR11040;01/10/2021;156,8
1371;21/22;GHARB;Ben Mansour;CLA;CLA13;11130;TR11130;01/10/2021;37038,2
1372;21/22;GHARB;Ben Mansour;CLA;CLA13;11212;TR11212;01/10/2021;18735,8
1373;21/22;GHARB;Ben Mansour;CLA;CLA14;11211;TR11211;01/10/2021;179
